Datetime,BBC,Daily Mail,NBC News,The Washington Post,New York Times,The Huffington Post,Fox News,The Guardian,The Wall Street Journal,USA Today,LA Times,India Times,Bloomberg,Yahoo,,,
2016-12-08 10:00:04.647765,Trump picks climate sceptic Pruitt,A 'blank cheque' for Brexit: MPs BACK the Government's plan to start EU divorce by the end of March - but 89 Remoaners defy the will of the British people including lone rebel Tory Ken Clarke,'It's Going to be a Shock:' Looming Polar Vortex Forecast to Set Temperatures Plunging,Trump’s selection of third general for Cabinet fuels concern about military clout,Trump Selects Ally of Fossil Fuel Industry to Lead the E.P.A.,RNC HOSTING XMAS PARTY AT TRUMP HOTEL!,"'GET OUT THE VOTE': GOP aims to grow majority in final Senate race, amid shades of Clinton-Trump fight",Politician appointed to lead tax avoidance crackdown convicted of hiding millions of euros,How Trump’s Web of Businesses Obscures Potential Conflicts,Why only 38 cars earned IIHS top safety pick status,"Meet Wilbur Ross, who once bailed out Trump in Atlantic City and is now his pick for Commerce secretary",Homeless,ECB-Watchers Look to Draghi for New Clues,A head-turning Trump-Obama comparison,,,
2016-12-08 11:00:03.964176,Trump picks climate sceptic Pruitt,A 'blank cheque' for Brexit: MPs BACK the Government's plan to start EU divorce by the end of March - but 89 Remoaners defy the will of the British people including lone rebel Tory Ken Clarke,'It's Going to be a Shock:' Looming Polar Vortex Forecast to Set Temperatures Plunging,Trump’s selection of third general for Cabinet fuels concern about military clout,Trump Selects Ally of Fossil Fuel Industry to Lead the E.P.A.,RNC HOSTING XMAS PARTY AT TRUMP HOTEL!,"'GET OUT THE VOTE': GOP aims to grow majority in final Senate race, amid shades of Clinton-Trump fight",'Hostile states pose fundamental threat to Europe',How Trump’s Web of Businesses Obscures Potential Conflicts,Why only 38 cars earned IIHS top safety pick status,"Meet Wilbur Ross, who once bailed out Trump in Atlantic City and is now his pick for Commerce secretary",Homeless,ECB Extends Bond-Buying at Reduced Pace Until End of Next Year,A head-turning Trump-Obama comparison,,,
2016-12-08 12:00:04.395304,Johnson's Saudi comments 'not UK's view',A 'blank cheque' for Brexit: MPs BACK the Government's plan to start EU divorce by the end of March - but 89 Remoaners defy the will of the British people including lone rebel Tory Ken Clarke,'It's Going to be a Shock:' Looming Polar Vortex Forecast to Set Temperatures Plunging,Trump’s selection of third general for Cabinet fuels concern about military clout,Trump Selects Ally of Fossil Fuel Industry to Lead the E.P.A.,RNC HOSTING XMAS PARTY AT TRUMP HOTEL!,"'GET OUT THE VOTE': GOP aims to grow majority in final Senate race, amid shades of Clinton-Trump fight",'Hostile states pose fundamental threat to Europe',How Trump’s Web of Businesses Obscures Potential Conflicts,Carrier union leader: Trump's attack means I'm doing my job,"Meet Wilbur Ross, who once bailed out Trump in Atlantic City and is now his pick for Commerce secretary",Homeless,ECB Expands Stimulus to $2.4 Trillion,A head-turning Trump-Obama comparison,,,
2016-12-08 13:00:04.690099,Johnson's Saudi comments 'not UK's view',A 'blank cheque' for Brexit: MPs BACK the Government's plan to start EU divorce by the end of March - but 89 Remoaners defy the will of the British people including lone rebel Tory Ken Clarke,'It's Going to be a Shock:' Looming Polar Vortex Forecast to Set Temperatures Plunging,Trump’s selection of third general for Cabinet fuels concern about military clout,Trump Selects Ally of Fossil Fuel Industry to Lead the E.P.A.,DELICATE DON LASHES OUT AT UNION LEADER,"'GET OUT THE VOTE': GOP aims to grow majority in final Senate race, amid shades of Clinton-Trump fight",'Hostile states pose fundamental threat to Europe',How Trump’s Web of Businesses Obscures Potential Conflicts,Carrier union leader: Trump's attack means I'm doing my job,"Meet Wilbur Ross, who once bailed out Trump in Atlantic City and is now his pick for Commerce secretary",Homeless,Draghi Says ECB Can Do More as QE Heads for $2.4 Trillion,A head-turning Trump-Obama comparison,,,
2016-12-08 14:00:04.036051,Johnson's Saudi comments 'not UK's view',A 'blank cheque' for Brexit: MPs BACK the Government's plan to start EU divorce by the end of March - but 89 Remoaners defy the will of the British people including lone rebel Tory Ken Clarke,'It's Going to be a Shock:' Looming Polar Vortex Forecast to Set Temperatures Plunging,Trump’s selection of third general for Cabinet fuels concern about military clout,Trump Selects Ally of Fossil Fuel Industry to Lead the E.P.A.,DELICATE DON LASHES OUT AT UNION LEADER,TRUMP VS. UNION BOSS Twitter war breaks out after Carrier labor leader blasts jobs deal,Hostile states 'pose fundamental threat to Europe',Fast-Food CEO Who Opposes Regulation Is Likely Labor Pick,Has U.S. life expectancy maxed out? First decline since 1993,Wilbur Ross once bailed out Trump in Atlantic City and is now his pick for Commerce secretary,Homeless,"Google Makes So Much Money, It Never Had to Worry About Financial Discipline—Until Now",A head-turning Trump-Obama comparison,,,
2016-12-08 15:00:03.888167,Johnson's Saudi comments 'not UK's view','You spit and I'll f****** hurt you': Footage emerges of policeman repeatedly punching a suspect as three other officers hold him down,The Polar Vortex Is Back — and 'It's Going to Be a Shock',Trump’s selection of third general for Cabinet fuels concern about military clout,Trump Set to Pick Fast-Food Executive for Labor Secretary,DELICATE DON LASHES OUT AT UNION LEADER,TRUMP VS. UNION BOSS Twitter war breaks out after Carrier labor leader blasts jobs deal,Hostile states 'pose fundamental threat to Europe',Fast-Food CEO Who Opposes Regulation Is Likely Labor Pick,Has U.S. life expectancy maxed out? First decline since 1993,Trump expected to pick Southern California fast-food executive Andy Puzder for Labor secretary,Homeless,"Google Makes So Much Money, It Never Had to Worry About Financial Discipline—Until Now",D.C. pizzeria gunman speaks out,,,
2016-12-08 16:00:04.526683,Syrian army 'suspends Aleppo fighting','You spit and I'll f****** hurt you': Footage emerges of policeman repeatedly punching a suspect as three other officers hold him down,The Polar Vortex Is Back — and 'It's Going to Be a Shock',Trump’s selection of third general for Cabinet fuels concern about military clout,Trump Set to Pick Fast-Food Executive for Labor Secretary,DELICATE DON LASHES OUT AT UNION LEADER,TRUMP VS. UNION CHIEF Twitter war breaks out after Carrier labor leader blasts jobs deal,Hostile states 'pose fundamental threat to Europe',Fast-Food CEO Who Opposes Regulation Is Likely Labor Pick,"Tale of two cities: Near-normal life in west Aleppo, hell in the east",Trump’s expected Labor secretary pick is a local fast-food CEO and critic of a $15 minimum wage,Homeless,"Google Makes So Much Money, It Never Had to Worry About Financial Discipline—Until Now",D.C. pizzeria gunman speaks out,,,
2016-12-08 17:00:04.760251,Syrian army 'suspends Aleppo fighting','You spit and I'll f****** hurt you': Footage emerges of policeman repeatedly punching a suspect as three other officers hold him down,The Polar Vortex Is Back — and 'It's Going to Be a Shock',Trump to name fast-food CEO and critic of minimum-wage hike to head Labor Dept.,Trump Set to Pick Fast-Food Executive for Labor Secretary,HORRIBLE BOSSES: TRUMP TO PICK FAST FOOD CEO FOR LABOR,"GOODBYE, HARRY Brawler Reid leaves Senate with 34-year trail of glory and gaffes",White Helmets in east Aleppo plead for help after regime advances,Fast-Food CEO Who Opposes Regulation Is Likely Labor Pick,"Tale of two cities: Near-normal life in west Aleppo, hell in the east",Senate agrees to waive most California Guard bonus repayments,Homeless,"Google Makes So Much Money, It Never Had to Worry About Financial Discipline—Until Now","Five years later, Paula Broadwell breaks silence",,,
2016-12-08 18:00:04.497658,Syrian army 'suspends Aleppo fighting',Calls for the BBC to sack Craig Revel Horwood from Strictly Come Dancing after he admits 'liking' TV rape scenes,The Polar Vortex Is Back — and 'It's Going to Be a Shock',Trump to name fast-food CEO and critic of minimum-wage hike to head Labor Dept.,Trump Set to Pick Fast-Food Executive for Labor Secretary,HORRIBLE BOSSES: TRUMP TO PICK FAST FOOD CEO FOR LABOR,"GOODBYE, HARRY Brawler Reid leaves Senate with 34-year trail of glory and gaffes",White Helmets in east Aleppo plead for help after regime advances,Fast-Food CEO Who Opposes Regulation Is Likely Labor Pick,"Recall the Polar Vortex? Well, it'll soon be freezing your tushies off",Trump’s expected Labor secretary pick is a local fast-food CEO and critic of a $15 minimum wage,Homeless,A Fast Thousand Points on the Dow Just Isn’t What It Used to Be,Broadwell breaks silence after Petraeus affair,,,
2016-12-08 19:00:04.506010,Syrian army 'suspends Aleppo fighting',Calls for the BBC to sack Craig Revel Horwood from Strictly Come Dancing after he admits 'liking' TV rape scenes,War Hero and Astronaut John Glenn Dies at 95,Trump to name fast-food CEO and critic of minimum-wage hike to head Labor Dept.,Trump Set to Pick Fast-Food Executive for Labor Secretary,HORRIBLE BOSSES: TRUMP TO PICK FAST FOOD CEO FOR LABOR,BREAKING NEWS:  Former astronaut and US Sen. John Glenn dies at 95,White Helmets in east Aleppo plead for help after regime advances,Fast-Food CEO Who Opposes Regulation Is Likely Labor Pick,"John Glenn, astronaut and senator, dead at age 95",John Glenn dead at 95; hero was first American to orbit the Earth,Homeless,A Fast Thousand Points on the Dow Just Isn’t What It Used to Be,Legendary U.S astronaut and former senator John Glenn has died at 95,,
2016-12-08 20:00:04.240916,Syrian army 'suspends Aleppo fighting',Calls for the BBC to sack Craig Revel Horwood from Strictly Come Dancing after he admits 'liking' TV rape scenes,War Hero and Astronaut John Glenn Dies at 95,Trump picks critic of minimum-wage hike to head Labor Dept.,Trump Set to Pick Fast-Food Executive for Labor Secretary,TRUMP'S LABOR PICK LEERS: 'I LIKE WOMEN EATING BURGERS IN BIKINIS',"BREAKING NEWS: Former astronaut, US Senator John Glenn dies at 95",White Helmets in east Aleppo plead for help after regime advances,Fast-Food CEO Who Opposes Regulation Is Likely Labor Pick,"John Glenn, astronaut and senator, dead at age 95",John Glenn dead at 95; hero was first American to orbit the Earth,Homeless,Mexico’s Peso Problems Are a Warning Sign for Global Investors,"Former senator, astronaut John Glenn dies at 95",,
2016-12-08 21:00:04.641510,Syrian army 'suspends Aleppo fighting',Calls for the BBC to sack Craig Revel Horwood from Strictly Come Dancing after he admits 'liking' TV rape scenes,War Hero and Astronaut John Glenn Dies at 95,Trump picks critic of minimum-wage hike to head Labor Dept.,Trump Picks Fast-Food Executive for Labor Secretary,TRUMP'S LABOR PICK LEERS: 'I LIKE WOMEN EATING BURGERS IN BIKINIS',"BREAKING NEWS: Former astronaut, US Senator John Glenn dies at 95",White Helmets in east Aleppo plead for help after regime advances,Fast-Food CEO Who Opposes Regulation Set to Lead Labor,"'Godspeed, John Glenn': The first American to orbit Earth dies at 95",John Glenn dead at 95; hero was first American to orbit the Earth,Homeless,Mexico’s Peso Problems Are a Warning Sign for Global Investors,"Former senator, astronaut John Glenn dies at 95",,
2016-12-08 22:00:03.921916,Syrian army 'suspends Aleppo fighting',Calls for the BBC to sack Craig Revel Horwood from Strictly Come Dancing after he admits 'liking' TV rape scenes,War Hero and Astronaut John Glenn Dies at 95,Trump picks critic of minimum-wage hike to head Labor Dept.,Trump Picks Fast-Food Executive for Labor Secretary,TRUMP'S LABOR PICK LEERS: 'I LIKE WOMEN EATING BURGERS IN BIKINIS',MAKE INDIA GREAT AGAIN? US fighter giants look to shift production,White Helmets in east Aleppo plead for help after regime advances,Fast-Food CEO Who Opposes Regulation Set to Lead Labor,"John Glenn was a total badass, these facts prove it",John Glenn dead at 95; hero was first American to orbit the Earth,Homeless,Clinton Says ‘Fake News’ Is Putting Americans’ Lives at Risk,"Former senator, astronaut John Glenn dies at 95",,
2016-12-08 23:00:04.457948,Syrian army 'suspends Aleppo fighting',Calls for the BBC to sack Craig Revel Horwood from Strictly Come Dancing after he admits 'liking' TV rape scenes,War Hero and Astronaut John Glenn Dies at 95,Trump picks critic of minimum-wage hike to head Labor Dept.,Trump Picks Fast-Food Executive for Labor Secretary,ENTERTAINER IN CHIEF: TRUMP TO PRODUCE ‘APPRENTICE',MAKE INDIA GREAT AGAIN? US fighter giants look to shift production,White Helmets in east Aleppo plead for help after regime advances,Trump’s Cabinet Picks Signal Coming Deregulation Moves,"John Glenn was a total badass, these facts prove it",John Glenn dead at 95; hero was first American to orbit the Earth,Homeless,Trump’s Doomed Black Sea Tower Might Happen After All,Broadwell breaks silence after Petraeus affair,,
2016-12-09 00:00:04.730634,Syrian army 'suspends Aleppo fighting',Calls for the BBC to sack Craig Revel Horwood from Strictly Come Dancing after he admits 'liking' TV rape scenes,War Hero and Astronaut John Glenn Dies at 95,Trump era confronts organized labor with gravest crisis in decades,Trump Picks Fast-Food Executive for Labor Secretary,ENTERTAINER IN CHIEF: TRUMP TO PRODUCE ‘APPRENTICE',MAKE INDIA GREAT AGAIN? US fighter giants look to shift production,White Helmets in east Aleppo plead for help after regime advances,Trump’s Cabinet Picks Signal Coming Deregulation Moves,"World remembers John Glenn as hero, true American legend",Did Al Gore get played? Engaging with Trump brings risk for the left,Homeless,Trump’s Doomed Black Sea Tower Might Happen After All,Broadwell breaks silence after Petraeus affair,,,
2016-12-09 01:00:04.418596,Syrian army 'suspends Aleppo fighting',Calls for the BBC to sack Craig Revel Horwood from Strictly Come Dancing after he admits 'liking' TV rape scenes,War Hero and Astronaut John Glenn Dies at 95,Trump era confronts organized labor with gravest crisis in decades,Trump Picks Fast-Food Executive for Labor Secretary,ENTERTAINER IN CHIEF: TRUMP TO PRODUCE ‘APPRENTICE',MAKE INDIA GREAT AGAIN? US fighter giants look to shift production,Democrat issues call to action against 'epidemic' of fake news,Trump’s Cabinet Picks Signal Coming Deregulation Moves,'Authentic hero': World remembers John Glenn as a true U.S. legend,Did Al Gore get played? Engaging with Trump brings risk for the left,Homeless,OPEC’s Historic Deal Won’t Be Enough to Drain Oil Stockpiles,Broadwell breaks silence after Petraeus affair,,,
